Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
欧洲与中亚地区	ECS	森林面积（平方公里）	AG.LND.FRST.K2																															10199847.6	10207941.49	10217086.85	10225725.71	10234349.74	10242974.57	10251599.21	10260224.07	10268848.11	10277472.95	10286097.6	10290881.72	10295665.74	10300449.16	10305233.29	10310017.4	10329829.83	10349642.21	10369454.85	10389267.21	10409079.54	10414000.73	10418922.62	10423844.43	10428765.69	10433687.49	10438609.31			
厄瓜多尔	ECU	森林面积（平方公里）	AG.LND.FRST.K2																															146308.4961	145406.5039	144504.5996	143602.6953	142700.7031	141798.7988	140896.9043	139995	139092.998	138191.1035	137289.1992	136501.7969	135714.4043	134927.0996	134139.6973	133352.4023	132565	131777.5977	130990.3027	130202.9004	129415.5957	128628.2031	127840.8008	127053.4961	126266.1035	125478.7988	124691.5039			
阿拉伯埃及共和国	EGY	森林面积（平方公里）	AG.LND.FRST.K2																															440	455	470	485	500	515	530	545	560	575	590	605.9999847	622.0000076	637.9999924	654.0000153	670	675.9999847	681.9999695	688.0000305	694.0000153	700	705.9999847	711.9999695	718.0000305	724.0000153	730	735.9999847			
欧洲货币联盟	EMU	森林面积（平方公里）	AG.LND.FRST.K2																															916809.5023	922699.5019	929039.2939	935151.3148	941265.0973	947379.0971	953492.8991	959606.8891	965720.7124	971834.6877	977948.4945	980692.9073	983437.1877	986181.5055	988925.9049	991670.2989	995960.088	1000249.809	1004539.802	1008829.502	1013119.192	1015445.399	1017771.703	1020097.9	1022424.205	1024750.392	1027076.598			
厄立特里亚	ERI	森林面积（平方公里）	AG.LND.FRST.K2																															16210	16589.6	16210	16075	16030	15985	15940	15895	15850	15805	15760	15715.99976	15671.99951	15628.00049	15584.00024	15540	15495.99976	15451.99951	15408.00049	15364.00024	15320	15275.99976	15231.99951	15188.00049	15144.00024	15100	15055.99976			
西班牙	ESP	森林面积（平方公里）	AG.LND.FRST.K2																															138094.9023	141262.4023	144429.8047	147597.3047	150764.6973	153932.1973	157099.5996	160267.0996	163434.502	166601.9922	169769.3945	170379.707	170990	171600.293	172210.6055	172820.8984	174751.0938	176681.3086	178611.6016	180541.7969	182471.9922	182813.3008	183154.707	183495.9961	183837.4023	184178.6914	184520			
爱沙尼亚	EST	森林面积（平方公里）	AG.LND.FRST.K2																															22060	22060	22133.99902	22171.00098	22208.00049	22245	22281.99951	22318.99902	22356.00098	22393.00049	22430	22448.00049	22466.00098	22483.99902	22501.99951	22520	22483.99902	22448.00049	22411.99951	22376.00098	22340	22336.00098	22331.99951	22328.00049	22323.99902	22320	22316.00098			
埃塞俄比亚	ETH	森林面积（平方公里）	AG.LND.FRST.K2																																		146912.998	145504.0039	144095	142685.9961	141277.002	139867.998	138459.0039	137050	135640	134230	132820	131410	130000	128592.002	127184.0039	125775.9961	124367.998	122960	123365.9961	123772.002	124177.998	124584.0039	124990	125395.9961			
欧洲联盟	EUU	森林面积（平方公里）	AG.LND.FRST.K2																															1479241.502	1485786.801	1492851.89	1499678.218	1506490.297	1513302.597	1520114.699	1526926.986	1533739.115	1540551.388	1547363.495	1551368.307	1555372.991	1559377.702	1563382.505	1567387.299	1572379.885	1577372.405	1582365.207	1587357.705	1592350.192	1596042.604	1599735.105	1603427.497	1607120	1610812.392	1614504.803			
脆弱和受衝突影響的情況下	FCS	森林面积（平方公里）	AG.LND.FRST.K2																															3930998.3	3915491.342	3899233.16	3883219.34	3867295.658	3851371.9	3835448.142	3819524.46	3803600.64	3787677.058	3771753.3	3757178.647	3742604.196	3728029.604	3713455.153	3698880.5	3683455.521	3668030.746	3652605.654	3637180.859	3621755.9	3874710.93	3855275.798	3835840.794	3816405.763	3796970.695	3777535.626			
